,date,tweet,word,source_file
5008,2023-12-14,Disarm all zionists and fellow travelers https://x.com/DavidM_Friedma/DavidM_Friedman/status/1735431921646149796…,zionist,scraped_tweets_zionist_54538.json
5009,2023-12-15,"RFK Jr. suggests on 
@CNN
 it's incompatible for him to be both an antisemite & a Zionist, in an attempt to defend his previous antisemitic comments. He is wrong. There's a long history of ppl - incl Christian zealots & right-wing nationalists - espousing both views simultaneously.",zionist,scraped_tweets_zionist_78810.json
5010,2023-12-15,"Kennedy has said Ashkenazi Jews were most immune to COVID, a comment decried as antisemitic. 

He told me: ""I can understand why people were disturbed by those remarks. They certainly weren't antisemitic... I wish I hadn't said them, but, you know, what I said was true.""",zionist,scraped_tweets_zionist_78810.json
5011,2023-12-15,"Yes, as he is a controlled opposition Zionist and subsequently one of them.",zionist,scraped_tweets_zionist_78810.json
5012,2023-12-15,Alex is controlled Zionist,zionist,scraped_tweets_zionist_78810.json
5013,2023-12-15,"I wonder why Zionist never mention how Palestinian Jews, who’ve lived in peace there, Were against Zionism when it was first proposed?",zionist,scraped_tweets_zionist_78810.json
5014,2023-12-15,Good question  Bc (a)Biden is a closet (now public) zionist There4 ensures only what is in Isr's political best interests(b)AIPAC has long controlled(bribed)successive POTUS/Admins/Congress/$vested interests$/All msm output re Israel/Palestine Pro Isrel propaganda 2/,zionist,scraped_tweets_zionist_78810.json
5015,2023-12-15,"Jad Abu Hamda got expelled from Pine Crest School, Fort Lauderdale, Florida USA, due to his mother's posts about Palestine on her social media accounts.",zionist,scraped_tweets_zionist_78810.json
5016,2023-12-15,Just because he uses the term zionist all of a sudden doesn’t erase the fact he already said he hates Jewish people a thousand times lol. Also he sounds more like he’s using the term zionist to refer to Jewish people in the music industry considering he never mentions Palestine,zionist,scraped_tweets_zionist_78810.json
5017,2023-12-15,Zionists want it that way.,zionist,scraped_tweets_zionist_78810.json
5018,2023-12-15,"This thread explains the Zionist mindset.
How the deliberate dehumanisation of Palestinians is ingrained into Israelis. 

ISRAELIS LIVE IN A PARALLEL WORLD
Centred around them & their historic persecution which they use to justify their current mindset.",zionist,scraped_tweets_zionist_78810.json
5019,2023-12-15,"Two months out, October 7 and the Gaza war have pushed Jewish politics — both in Israel and the Diaspora — in a surprising direction https://vox.com/23954323/return-of-liberal-zionism-israel…",zionist,scraped_tweets_zionist_78810.json
5020,2023-12-15,"I grew up in a Zionist household, spent 12 years in a Zionist youth movement, lived 4 years in Israel, and have friends and family who served in the IDF.  

When that is your world, it's hard to see apartheid when it's happening. 

1/16",zionist,scraped_tweets_zionist_78810.json
5021,2023-12-15,Who is going to stop an out of control fascist US that sponsors Israel fascism using dirty tricks to suppress the voices of the people. US is not on the moral side but has hijacked the words freedom and democracy and keep cramming it down our throats. US is fanatic Zionist,zionist,scraped_tweets_zionist_78810.json
5022,2023-12-15,"The struggle btwn ""liberal Zionism"" and Anti-Zionism is one of idealism vs pragmatism.

Liberal Zionists *hope* that Israel can offer justice, dignity & safety to both Israelis & Palestinians, despite 150 years of evidence against it. Anti-Zionists say we must try something new.",zionist,scraped_tweets_zionist_78810.json
5023,2023-12-15,Idk this guy but how does this tweet confirm that he's a Zionist??,zionist,scraped_tweets_zionist_31767.json
5024,2023-12-15,"Christian Zionists send money to the state of Israel. They are false prophets, prosperity preacher. They are nothing Christians. They are satanic heretics.",zionist,scraped_tweets_zionist_78810.json
5025,2023-12-15,The solution to end the barbaric Zionist occupation,zionist,scraped_tweets_zionist_78810.json
5026,2023-12-15,"So fuck the future of the country because democrats are only way better than republicans instead of perfect? Like I hate having to take the side of a zionist party that I have a large amount of disagreements with, but I'm not gonna shrug off the damages not voting blue does.",zionist,scraped_tweets_zionist_78810.json
5027,2023-12-15,Hahahhahahahhaha! The audacity of a zionist making this statement is beyond me. Free Palestine! ,zionist,scraped_tweets_zionist_78810.json
5028,2023-12-15,"Are you surprised the US, Australia, and Europe all support the Zionist genocide in Palestine?

The US, Canada, Australia, Israel were all founded on genocide by European settlers, with Britain at the helm. How shameful. Is this one of those ""Western values"" we tell the world of?",zionist,scraped_tweets_zionist_77940.json
5029,2023-12-15,ZIONISTS ATTACK NEWS REPORTERS LIVE,zionist,scraped_tweets_zionist_77940.json
5030,2023-12-15,The “holocaust” is happening in Gaza.,zionist,scraped_tweets_zionist_31767.json
5031,2023-12-15,"zionists are weaponising community notes - behind the scenes - it's actually getting exasperating. they're pulling overtime.

the terminology is older and it's an accurate description of the ongoing genocide.",zionist,scraped_tweets_zionist_31767.json
5032,2023-12-15,"I’ve gotten to the post-WW II era Soviets, and I can see how little the anti-Zionist form of antisemitism has changed in the intervening decades. Soviet propaganda from the 50s-60s still lives today; you hear it from SJP, INN, & JVP, all of it comes straight from the USSR.",zionist,scraped_tweets_zionist_31767.json
5033,2023-12-15,"I Found the Jewish ""Zionist N-ggas"" Kanye Was Talking About
(Isaiah 40:15-17):
""Surely the Goyim are like a drop in a bucket, and are accounted as dust of the scales""
""Kol HaGoyim before Him are as nothing; and they are counted to Him less than nothing and tohu""",zionist,scraped_tweets_zionist_31767.json
5034,2023-12-15,I mean the quote pretty much explains it. He’s a Zionist and the project has moved past him. He’s been shocking - see Brentford & Wolves,zionist,scraped_tweets_zionist_78810.json
5035,2023-12-15,"I had a Zionist tell me that Jesus was killed by Palestinian Muslims, there’s so much to unpack it’s incredible.",zionist,scraped_tweets_zionist_78810.json
5036,2023-12-15,Read their Charta from 2017 and you know. You wont like it tho as it specifically states the Zionists as the issue and not jews.,zionist,scraped_tweets_zionist_78810.json
5037,2023-12-15,"Palestinians are not just resisting Israeli colonization; they’re up against a global Zionist machine that controls countries worldwide, including the US, UK, and Europe. Essentially, it’s Palestine against the world.",zionist,scraped_tweets_zionist_78810.json
5038,2023-12-15,She must be a Zionist,zionist,scraped_tweets_zionist_31767.json
5039,2023-12-15,Released female hostages said that when they were moved from house to house above ground they would dress them in Hijabs.  Important to keep in mind as we discuss how the IDF may have mistaken three hostages for militants.,zionist,scraped_tweets_zionist_31767.json
5040,2023-12-15,If you think about it your average Zionist supporter is like an unpaid collaborator doing all the work for us,zionist,scraped_tweets_zionist_31767.json
5041,2023-12-15,"A Christian priest makes a promise to the Muslims in #Gaza  that if there is no muazzin present in Gaza to call the Adhaan (call to prayer) he promises that if he is still alive, that he will make the call for the 5 daily prayers at their appointed time  

I love witnessing…",zionist,scraped_tweets_zionist_31767.json
5042,2023-12-15,"Zionists tried hard to divide Palestinians into Muslims & Christians, but they failed. Maybe they don't know that Palestinians never had religious problems with each other since ~ 1400 years. 

The invaders brought all kinds of racism with them. ",zionist,scraped_tweets_zionist_31767.json
5043,2023-12-15,If I create an algorithm that lists every one of my neighbors’s addresses and I program it to select one at random and then tell me to kill everyone inside it’s not the algorithm that makes me kill them.,zionist,scraped_tweets_zionist_31767.json
5044,2023-12-15,one more reason the zionist entity mustnt allow to win this war,zionist,scraped_tweets_zionist_31767.json
5045,2023-12-15,tb to when i made that thread of harry styles being a zionist and it blew up and his stans got pissed at me,zionist,scraped_tweets_zionist_31767.json
5046,2023-12-15,"I swear to God, zionists are so dumb. Dumb propaganda, dumb pinkwashing, dumb military. And yet they use the “superior race” argument against Palestinians",zionist,scraped_tweets_zionist_31767.json
5047,2023-12-15,That’s why The Zionist occupier prohibit DNA tests in Israel!!!!,zionist,scraped_tweets_zionist_31767.json
5048,2023-12-15,"Military experts:

Serious panic within zionist government  caused by recent serious crack of the image of the occupation army as powerful and invincible. The damage Al Qassam is inflicting is beyond physical casualties. 

#FreePalestineFromlsraelNOW 
#Gaza
#AbuUbaida",zionist,scraped_tweets_zionist_31767.json
5049,2023-12-15,start learning how to block every Zionist you see. deplatform them,zionist,scraped_tweets_zionist_31767.json
5050,2023-12-15,"White girls do know that when the caliphate arrives it won't matter that they wrote ""free free palestine"" on a piece of cardboard, right?",zionist,scraped_tweets_zionist_31767.json
5051,2023-12-15,"Zionists are really seething that zoomers don’t view Muslims as scary boogeyman & are immune to war on terror BS. They’re only going to get more unhinged if conversions do rise, even the small instances on TikTok resulted in pearl-clutching news segments.",zionist,scraped_tweets_zionist_31767.json
5052,2023-12-15,"Protestant zionists worship physical Jews. They think they're special and still chosen. They don't study the New Testament which says in many places that the body of Christ, Christians...are new Israel spiritually.
They also forget that God promised to bless Abraham...",zionist,scraped_tweets_zionist_31767.json
5053,2023-12-15,way too many of you are undercover zionists.......,zionist,scraped_tweets_zionist_31767.json
5054,2023-12-15,"Order your ""Mr. Zionist"" t-shirt here! 

A portion of the proceeds goes to the Citizen's Kitchen, which prepares food for soldiers and displaced families forced to leave their homes after 10/7: ",zionist,scraped_tweets_zionist_31767.json
5055,2023-12-15,Gonna need a Little Miss Zionist one Eylon. Make it happen please.,zionist,scraped_tweets_zionist_31767.json
